ISSUE_DATE;FLIGHT_DATE_LOC;PAX_TYPE;REVENUE_AMOUNT;ORIG_CITY_CODE;DEST_CITY_CODE;ROUTE_FLIGHT_TYPE;FFP_FLAG;SALE_TYPE
16.06.2022 0:00;08.08.2022 0:00;AD;560;VVO;OVB;ВВЛ;FFP;ONLINE
20.07.2022 0:00;23.08.2022 0:00;CHD;320;MOW;AER;ВВЛ;;OFFLINE
27.06.2022 0:00;08.08.2022 0:00;AD;560;OVB;LED;ВВЛ;;ONLINE
26.06.2022 0:00;31.08.2022 0:00;AD;420;MOW;AER;ВВЛ;;OFFLINE
23.06.2022 0:00;07.08.2022 0:00;CHD;410;IKT;MOW;ВВЛ;;ONLINE
24.06.2022 0:00;02.08.2022 0:00;AD;650;UUD;MOW;ВВЛ;FFP;ONLINE
04.07.2022 0:00;01.08.2022 0:00;AD;490;MOW;LBD;МВЛ;;OFFLINE
20.06.2022 0:00;07.08.2022 0:00;AD;450;MOW;AER;ВВЛ;FFP;ONLINE
05.07.2022 0:00;15.08.2022 0:00;INF;0;UUD;MOW;ВВЛ;;ONLINE
20.06.2022 0:00;19.08.2022 0:00;AD;380;OVB;BTK;ВВЛ;FFP;ONLINE
02.07.2022 0:00;15.08.2022 0:00;AD;290;OMS;OVB;ВВЛ;;ONLINE
21.06.2022 0:00;23.08.2022 0:00;AD;580;OVB;IKT;ВВЛ;;OFFLINE
28.06.2022 0:00;03.08.2022 0:00;AD;420;MOW;MRV;ВВЛ;;OFFLINE
05.07.2022 0:00;05.08.2022 0:00;AD;810;OVB;AER;ВВЛ;;OFFLINE
20.06.2022 0:00;05.08.2022 0:00;AD;230;MOW;RTW;ВВЛ;;OFFLINE
16.06.2022 0:00;28.08.2022 0:00;AD;350;UUD;OVB;ВВЛ;FFP;ONLINE
23.06.2022 0:00;31.08.2022 0:00;AD;370;MOW;AER;ВВЛ;;OFFLINE
05.08.2022 0:00;08.08.2022 0:00;AD;370;MOW;UFA;ВВЛ;;OFFLINE
30.06.2022 0:00;16.08.2022 0:00;AD;880;OVB;NER;ВВЛ;FFP;OFFLINE
01.07.2022 0:00;08.08.2022 0:00;AD;1090;OVB;VVO;ВВЛ;;ONLINE
16.06.2022 0:00;04.08.2022 0:00;AD;510;OVB;FRU;МВЛ;FFP;ONLINE
28.06.2022 0:00;03.08.2022 0:00;AD;530;MJZ;OVB;ВВЛ;FFP;ONLINE
13.07.2022 0:00;14.08.2022 0:00;AD;530;KHV;OVB;ВВЛ;;OFFLINE
16.06.2022 0:00;21.08.2022 0:00;CHD;210;PEE;MOW;ВВЛ;;ONLINE
28.06.2022 0:00;09.08.2022 0:00;AD;440;MOW;AER;ВВЛ;;OFFLINE
21.06.2022 0:00;02.08.2022 0:00;AD;710;AER;OVB;ВВЛ;FFP;ONLINE
28.06.2022 0:00;25.08.2022 0:00;AD;570;OVB;AER;ВВЛ;;ONLINE
03.07.2022 0:00;12.08.2022 0:00;CHD;680;KGD;OVB;ВВЛ;;OFFLINE
20.06.2022 0:00;10.08.2022 0:00;AD;900;AER;OVB;ВВЛ;;OFFLINE
21.06.2022 0:00;09.08.2022 0:00;CHD;590;OVB;YKS;ВВЛ;;OFFLINE
02.07.2022 0:00;12.08.2022 0:00;AD;730;OVB;NSK;ВВЛ;FFP;ONLINE
15.08.2022 0:00;26.08.2022 0:00;AD;590;KUF;OVB;ВВЛ;;OFFLINE
28.06.2022 0:00;31.08.2022 0:00;AD;430;AER;MOW;ВВЛ;;ONLINE
28.06.2022 0:00;03.08.2022 0:00;AD;530;MRV;OVB;ВВЛ;;ONLINE
30.06.2022 0:00;18.08.2022 0:00;AD;490;BAX;MOW;ВВЛ;FFP;ONLINE
18.06.2022 0:00;26.08.2022 0:00;CHD;350;MOW;BAX;ВВЛ;;OFFLINE
01.07.2022 0:00;17.08.2022 0:00;AD;890;GDX;OVB;ВВЛ;;OFFLINE
29.06.2022 0:00;07.08.2022 0:00;AD;280;MOW;UFA;ВВЛ;FFP;ONLINE
28.06.2022 0:00;05.08.2022 0:00;AD;700;MOW;HTA;ВВЛ;;OFFLINE
24.06.2022 0:00;06.08.2022 0:00;CHD;220;UFA;MOW;ВВЛ;;ONLINE
12.07.2022 0:00;29.08.2022 0:00;AD;710;OVB;NSK;ВВЛ;;OFFLINE
17.06.2022 0:00;04.08.2022 0:00;AD;520;OVB;NUX;ВВЛ;;ONLINE
21.06.2022 0:00;08.08.2022 0:00;AD;440;KHV;OVB;ВВЛ;FFP;ONLINE
25.06.2022 0:00;26.08.2022 0:00;AD;2110;AER;MOW;ВВЛ;;OFFLINE
30.06.2022 0:00;24.08.2022 0:00;AD;390;MRV;MOW;ВВЛ;;ONLINE
03.07.2022 0:00;12.08.2022 0:00;AD;630;AER;MOW;ВВЛ;;OFFLINE
22.06.2022 0:00;04.08.2022 0:00;AD;290;RTW;MOW;ВВЛ;FFP;ONLINE
04.07.2022 0:00;15.08.2022 0:00;AD;620;BQS;OVB;ВВЛ;FFP;OFFLINE
26.06.2022 0:00;07.08.2022 0:00;AD;360;OVB;NJC;ВВЛ;;OFFLINE
21.08.2022 0:00;21.08.2022 0:00;AD;480;UFA;MOW;ВВЛ;;OFFLINE
24.06.2022 0:00;02.08.2022 0:00;AD;800;OVB;MRV;ВВЛ;FFP;OFFLINE
30.06.2022 0:00;29.08.2022 0:00;AD;350;MJZ;OVB;ВВЛ;;ONLINE
07.07.2022 0:00;20.08.2022 0:00;AD;520;MJZ;MOW;ВВЛ;;ONLINE
22.06.2022 0:00;07.08.2022 0:00;AD;530;MOW;RGK;ВВЛ;;ONLINE
30.06.2022 0:00;14.08.2022 0:00;AD;680;AER;OVB;ВВЛ;FFP;ONLINE
12.07.2022 0:00;18.08.2022 0:00;AD;630;OVB;LED;ВВЛ;FFP;OFFLINE
18.06.2022 0:00;17.08.2022 0:00;AD;440;OVB;FRU;МВЛ;;ONLINE
01.07.2022 0:00;06.08.2022 0:00;AD;390;ASF;MOW;ВВЛ;FFP;ONLINE
29.06.2022 0:00;07.08.2022 0:00;AD;660;LED;OVB;ВВЛ;FFP;ONLINE
26.06.2022 0:00;08.08.2022 0:00;AD;700;HTA;MOW;ВВЛ;FFP;ONLINE
26.06.2022 0:00;30.08.2022 0:00;CHD;530;AER;MOW;ВВЛ;FFP;ONLINE
19.06.2022 0:00;02.08.2022 0:00;AD;810;AER;OVB;ВВЛ;FFP;ONLINE
29.06.2022 0:00;07.08.2022 0:00;AD;510;OVB;KZN;ВВЛ;FFP;ONLINE
29.06.2022 0:00;05.08.2022 0:00;AD;550;MOW;AER;ВВЛ;;OFFLINE
20.07.2022 0:00;13.08.2022 0:00;AD;780;OVB;BQS;ВВЛ;;OFFLINE
29.06.2022 0:00;27.08.2022 0:00;AD;610;RGK;MOW;ВВЛ;FFP;ONLINE
04.07.2022 0:00;01.08.2022 0:00;AD;290;KUF;MOW;ВВЛ;;ONLINE
30.06.2022 0:00;24.08.2022 0:00;AD;180;VVO;KHV;ВВЛ;;ONLINE
30.06.2022 0:00;20.08.2022 0:00;CHD;160;VVO;UUS;ВВЛ;;ONLINE
29.06.2022 0:00;23.08.2022 0:00;AD;560;BAX;MOW;ВВЛ;FFP;ONLINE
05.07.2022 0:00;01.08.2022 0:00;AD;1160;OVB;AER;ВВЛ;;OFFLINE
26.06.2022 0:00;14.08.2022 0:00;AD;770;AER;OVB;ВВЛ;FFP;ONLINE
04.07.2022 0:00;16.08.2022 0:00;AD;440;MOW;AER;ВВЛ;;OFFLINE
02.07.2022 0:00;28.08.2022 0:00;AD;760;MOW;HTA;ВВЛ;;ONLINE
30.06.2022 0:00;28.08.2022 0:00;AD;510;AER;MOW;ВВЛ;;OFFLINE
30.06.2022 0:00;13.08.2022 0:00;CHD;210;KUF;MOW;ВВЛ;;ONLINE
02.07.2022 0:00;28.08.2022 0:00;AD;700;MOW;HTA;ВВЛ;;ONLINE
01.07.2022 0:00;09.08.2022 0:00;AD;470;MOW;NJC;ВВЛ;FFP;ONLINE
01.07.2022 0:00;02.08.2022 0:00;CHD;410;BTK;OVB;ВВЛ;;ONLINE
23.06.2022 0:00;12.08.2022 0:00;CHD;390;OVB;BTK;ВВЛ;;ONLINE
17.07.2022 0:00;03.08.2022 0:00;AD;370;CEK;MOW;ВВЛ;;OFFLINE
30.07.2022 0:00;01.08.2022 0:00;AD;540;CEK;MOW;ВВЛ;;OFFLINE
19.06.2022 0:00;05.08.2022 0:00;AD;630;KHV;OVB;ВВЛ;FFP;ONLINE
01.07.2022 0:00;13.08.2022 0:00;AD;390;OVB;KJA;ВВЛ;;OFFLINE
03.07.2022 0:00;05.08.2022 0:00;AD;390;AER;MOW;ВВЛ;;OFFLINE
01.07.2022 0:00;10.08.2022 0:00;AD;440;OMS;MOW;ВВЛ;;ONLINE
30.06.2022 0:00;03.08.2022 0:00;AD;560;LED;OVB;ВВЛ;FFP;ONLINE
23.06.2022 0:00;06.08.2022 0:00;AD;480;MOW;AER;ВВЛ;;ONLINE
03.07.2022 0:00;28.08.2022 0:00;AD;590;HTA;MOW;ВВЛ;;OFFLINE
30.06.2022 0:00;02.08.2022 0:00;AD;660;MOW;IKT;ВВЛ;FFP;ONLINE
27.06.2022 0:00;14.08.2022 0:00;AD;610;MOW;IKT;ВВЛ;FFP;ONLINE
30.06.2022 0:00;04.08.2022 0:00;AD;780;OVB;AER;ВВЛ;;ONLINE
02.07.2022 0:00;18.08.2022 0:00;AD;680;MOW;IKT;ВВЛ;FFP;ONLINE
27.06.2022 0:00;01.08.2022 0:00;AD;380;MOW;SVX;ВВЛ;;OFFLINE
13.07.2022 0:00;01.08.2022 0:00;AD;860;OVB;MRV;ВВЛ;;OFFLINE
30.06.2022 0:00;11.08.2022 0:00;CHD;660;OVB;KGD;ВВЛ;FFP;ONLINE
30.06.2022 0:00;20.08.2022 0:00;AD;690;LBD;MOW;МВЛ;;ONLINE
27.06.2022 0:00;14.08.2022 0:00;AD;700;AER;OVB;ВВЛ;FFP;ONLINE
01.07.2022 0:00;28.08.2022 0:00;AD;900;AER;OVB;ВВЛ;;OFFLINE
02.07.2022 0:00;07.08.2022 0:00;AD;440;MOW;AER;ВВЛ;;ONLINE
20.06.2022 0:00;24.08.2022 0:00;AD;600;MOW;IKT;ВВЛ;FFP;ONLINE
01.07.2022 0:00;04.08.2022 0:00;AD;250;KZN;MOW;ВВЛ;;ONLINE
27.06.2022 0:00;05.08.2022 0:00;AD;600;MOW;YKS;ВВЛ;FFP;OFFLINE
02.07.2022 0:00;03.08.2022 0:00;AD;390;OVB;MOW;ВВЛ;;ONLINE
07.12.2021 0:00;12.12.2021 0:00;CHD;500;HRG;MOW;МВЛ;;OFFLINE
06.12.2021 0:00;18.12.2021 0:00;AD;220;ASF;MOW;ВВЛ;FFP;ONLINE
14.12.2021 0:00;16.12.2021 0:00;AD;450;SIP;MOW;ВВЛ;FFP;ONLINE
14.12.2021 0:00;18.12.2021 0:00;AD;420;OVB;SVX;ВВЛ;;ONLINE
06.12.2021 0:00;12.12.2021 0:00;AD;290;KGD;MOW;ВВЛ;;OFFLINE
17.12.2021 0:00;18.12.2021 0:00;AD;590;MOW;UUD;ВВЛ;FFP;OFFLINE
23.12.2021 0:00;27.12.2021 0:00;AD;570;OVB;YKS;ВВЛ;;OFFLINE
23.12.2021 0:00;28.12.2021 0:00;AD;380;KRR;MOW;ВВЛ;;ONLINE
14.12.2021 0:00;16.12.2021 0:00;AD;620;SSH;MOW;МВЛ;FFP;ONLINE
06.12.2021 0:00;30.12.2021 0:00;AD;350;VOG;MOW;ВВЛ;FFP;OFFLINE
23.12.2021 0:00;28.12.2021 0:00;AD;980;IKT;LED;ВВЛ;;ONLINE
23.12.2021 0:00;27.12.2021 0:00;AD;200;MOW;LED;ВВЛ;FFP;ONLINE
14.12.2021 0:00;21.12.2021 0:00;AD;220;KZN;MOW;ВВЛ;FFP;OFFLINE
17.12.2021 0:00;23.12.2021 0:00;AD;350;OVB;LED;ВВЛ;FFP;ONLINE
29.12.2021 0:00;31.12.2021 0:00;AD;670;OVB;HTA;ВВЛ;;OFFLINE
15.12.2021 0:00;22.12.2021 0:00;AD;350;UFA;OVB;ВВЛ;FFP;OFFLINE
14.12.2021 0:00;28.12.2021 0:00;AD;220;MOW;KZN;ВВЛ;FFP;ONLINE
14.12.2021 0:00;17.12.2021 0:00;AD;380;MOW;PEE;ВВЛ;FFP;ONLINE
14.12.2021 0:00;22.12.2021 0:00;AD;420;BAX;MOW;ВВЛ;;OFFLINE
10.12.2021 0:00;19.12.2021 0:00;AD;490;NYM;MOW;ВВЛ;;ONLINE
17.12.2021 0:00;21.12.2021 0:00;AD;250;OVB;LED;ВВЛ;FFP;ONLINE
24.12.2021 0:00;29.12.2021 0:00;AD;510;SIP;MOW;ВВЛ;FFP;ONLINE
14.12.2021 0:00;21.12.2021 0:00;CHD;220;MOW;GDZ;ВВЛ;;OFFLINE
14.12.2021 0:00;31.12.2021 0:00;AD;390;OVB;ABA;ВВЛ;FFP;ONLINE
17.12.2021 0:00;26.12.2021 0:00;AD;680;OVB;DYU;МВЛ;;OFFLINE
19.12.2021 0:00;31.12.2021 0:00;AD;810;VVO;OSS;МВЛ;;OFFLINE
13.12.2021 0:00;14.12.2021 0:00;AD;650;HTA;MOW;ВВЛ;FFP;OFFLINE
17.12.2021 0:00;20.12.2021 0:00;AD;420;OVB;CEK;ВВЛ;FFP;ONLINE
17.12.2021 0:00;20.12.2021 0:00;AD;190;GOJ;MOW;ВВЛ;;OFFLINE
20.12.2021 0:00;23.12.2021 0:00;AD;270;UFA;MOW;ВВЛ;;OFFLINE
11.12.2021 0:00;12.12.2021 0:00;AD;300;MOW;PEZ;ВВЛ;;OFFLINE
17.12.2021 0:00;21.12.2021 0:00;AD;210;VOZ;MOW;ВВЛ;FFP;ONLINE
07.12.2021 0:00;16.12.2021 0:00;AD;400;UFA;MOW;ВВЛ;;OFFLINE
24.12.2021 0:00;31.12.2021 0:00;AD;280;MOW;ROV;ВВЛ;FFP;ONLINE
14.12.2021 0:00;20.12.2021 0:00;AD;230;UFA;MOW;ВВЛ;;OFFLINE
14.12.2021 0:00;25.12.2021 0:00;AD;360;MOW;STW;ВВЛ;FFP;OFFLINE
17.12.2021 0:00;28.12.2021 0:00;AD;270;MOW;KZN;ВВЛ;;OFFLINE
07.12.2021 0:00;08.12.2021 0:00;AD;370;OVB;LED;ВВЛ;;OFFLINE
11.12.2021 0:00;22.12.2021 0:00;AD;200;LED;MOW;ВВЛ;;ONLINE
17.12.2021 0:00;26.12.2021 0:00;AD;150;OVB;KJA;ВВЛ;FFP;ONLINE
07.12.2021 0:00;09.12.2021 0:00;INF;110;BHK;MOW;МВЛ;;OFFLINE
17.12.2021 0:00;30.12.2021 0:00;AD;700;MJZ;MOW;ВВЛ;FFP;ONLINE
08.12.2021 0:00;12.12.2021 0:00;AD;210;RGK;OVB;ВВЛ;FFP;OFFLINE
14.12.2021 0:00;27.12.2021 0:00;AD;1530;OVB;MOW;ВВЛ;FFP;ONLINE
24.12.2021 0:00;28.12.2021 0:00;AD;590;DYU;VOG;МВЛ;;ONLINE
14.12.2021 0:00;14.12.2021 0:00;AD;220;MOW;LED;ВВЛ;;ONLINE
14.12.2021 0:00;31.12.2021 0:00;AD;530;MOW;OMS;ВВЛ;FFP;ONLINE
09.12.2021 0:00;15.12.2021 0:00;AD;640;UUS;OVB;ВВЛ;;OFFLINE
07.12.2021 0:00;13.12.2021 0:00;AD;460;MOW;OVB;ВВЛ;;OFFLINE
23.12.2021 0:00;29.12.2021 0:00;AD;360;BAK;KRR;МВЛ;FFP;ONLINE
07.12.2021 0:00;08.12.2021 0:00;AD;220;KUF;MOW;ВВЛ;FFP;ONLINE
07.12.2021 0:00;10.12.2021 0:00;AD;500;MOW;HRG;МВЛ;;OFFLINE
15.12.2021 0:00;20.12.2021 0:00;AD;270;MOW;PEZ;ВВЛ;;OFFLINE
07.12.2021 0:00;12.12.2021 0:00;AD;220;KZN;MOW;ВВЛ;;OFFLINE
25.12.2021 0:00;27.12.2021 0:00;AD;360;MOW;KRR;ВВЛ;;OFFLINE
13.12.2021 0:00;16.12.2021 0:00;CHD;520;HRG;UFA;МВЛ;;OFFLINE
13.12.2021 0:00;15.12.2021 0:00;AD;800;MOW;NQZ;МВЛ;;OFFLINE
14.12.2021 0:00;15.12.2021 0:00;AD;420;MOW;KRR;ВВЛ;;OFFLINE
25.12.2021 0:00;27.12.2021 0:00;AD;300;MOW;KZN;ВВЛ;FFP;ONLINE
14.12.2021 0:00;26.12.2021 0:00;AD;370;NUX;MOW;ВВЛ;FFP;ONLINE
14.12.2021 0:00;16.12.2021 0:00;AD;190;LED;MOW;ВВЛ;;OFFLINE
07.12.2021 0:00;31.12.2021 0:00;AD;440;LBD;RTW;МВЛ;;ONLINE
11.12.2021 0:00;16.12.2021 0:00;AD;310;OVB;VVO;ВВЛ;;ONLINE
24.12.2021 0:00;28.12.2021 0:00;AD;270;VOG;MOW;ВВЛ;;ONLINE
25.12.2021 0:00;26.12.2021 0:00;AD;180;MOW;LED;ВВЛ;FFP;ONLINE
07.12.2021 0:00;23.12.2021 0:00;AD;390;NOZ;MOW;ВВЛ;;OFFLINE
07.12.2021 0:00;20.12.2021 0:00;AD;190;MOW;KRR;ВВЛ;FFP;ONLINE
07.12.2021 0:00;13.12.2021 0:00;AD;190;MOW;KRR;ВВЛ;;ONLINE
07.12.2021 0:00;09.12.2021 0:00;AD;320;MOW;OMS;ВВЛ;;ONLINE
07.12.2021 0:00;15.12.2021 0:00;AD;220;MOW;CEK;ВВЛ;;ONLINE
17.12.2021 0:00;18.12.2021 0:00;AD;450;OVB;KGD;ВВЛ;FFP;ONLINE
14.12.2021 0:00;15.12.2021 0:00;AD;370;BAK;KRR;МВЛ;;ONLINE
07.12.2021 0:00;09.12.2021 0:00;AD;300;OGZ;MOW;ВВЛ;FFP;ONLINE
17.12.2021 0:00;30.12.2021 0:00;AD;410;IKT;VVO;ВВЛ;FFP;ONLINE
17.12.2021 0:00;29.12.2021 0:00;AD;590;TOF;MOW;ВВЛ;;ONLINE
07.12.2021 0:00;13.12.2021 0:00;AD;230;UUD;MOW;ВВЛ;FFP;ONLINE
10.12.2021 0:00;24.12.2021 0:00;AD;310;KJA;OVB;ВВЛ;FFP;OFFLINE
24.12.2021 0:00;25.12.2021 0:00;AD;230;MRV;MOW;ВВЛ;;ONLINE
12.12.2021 0:00;17.12.2021 0:00;AD;390;KUF;OVB;ВВЛ;FFP;ONLINE
14.12.2021 0:00;16.12.2021 0:00;AD;390;OVB;OSS;МВЛ;;OFFLINE
17.12.2021 0:00;24.12.2021 0:00;CHD;190;MOW;AYT;МВЛ;FFP;ONLINE
14.12.2021 0:00;18.12.2021 0:00;AD;390;MOW;UFA;ВВЛ;;OFFLINE
24.12.2021 0:00;30.12.2021 0:00;AD;430;EVN;RTW;МВЛ;;ONLINE
14.12.2021 0:00;21.12.2021 0:00;AD;290;AAQ;OVB;ВВЛ;;ONLINE
14.12.2021 0:00;21.12.2021 0:00;CHD;480;OVB;VVO;ВВЛ;;ONLINE
14.12.2021 0:00;26.12.2021 0:00;AD;360;MOW;AER;ВВЛ;;OFFLINE
14.12.2021 0:00;25.12.2021 0:00;AD;480;MOW;MMK;ВВЛ;;OFFLINE
24.12.2021 0:00;29.12.2021 0:00;AD;490;HRG;MOW;МВЛ;;OFFLINE
12.12.2021 0:00;17.12.2021 0:00;AD;150;PKC;VVO;ВВЛ;;ONLINE
17.12.2021 0:00;23.12.2021 0:00;AD;250;VVO;IKT;ВВЛ;FFP;ONLINE
17.12.2021 0:00;30.12.2021 0:00;AD;430;STW;MOW;ВВЛ;FFP;ONLINE
14.12.2021 0:00;17.12.2021 0:00;AD;450;MOW;LWN;МВЛ;;OFFLINE
14.12.2021 0:00;18.12.2021 0:00;AD;210;MOW;KZN;ВВЛ;FFP;ONLINE
12.12.2021 0:00;12.12.2021 0:00;AD;200;MOW;GOJ;ВВЛ;;OFFLINE
24.12.2021 0:00;25.12.2021 0:00;AD;250;LED;MOW;ВВЛ;FFP;ONLINE
18.12.2021 0:00;20.12.2021 0:00;AD;300;CEK;MOW;ВВЛ;;ONLINE
07.12.2021 0:00;19.12.2021 0:00;AD;230;MOW;GDZ;ВВЛ;FFP;ONLINE
14.12.2021 0:00;16.12.2021 0:00;AD;170;MOW;KUF;ВВЛ;;OFFLINE
27.12.2021 0:00;31.12.2021 0:00;AD;280;MOW;OVB;ВВЛ;;OFFLINE
14.12.2021 0:00;23.12.2021 0:00;AD;200;AAQ;MOW;ВВЛ;FFP;ONLINE
18.12.2021 0:00;21.12.2021 0:00;AD;300;OVB;LED;ВВЛ;;OFFLINE
14.12.2021 0:00;28.12.2021 0:00;AD;280;MOW;KUF;ВВЛ;FFP;ONLINE
07.12.2021 0:00;17.12.2021 0:00;AD;550;VIE;MOW;МВЛ;;ONLINE
25.12.2021 0:00;30.12.2021 0:00;AD;430;MOW;SLY;ВВЛ;;ONLINE
17.12.2021 0:00;18.12.2021 0:00;AD;410;MOW;OVB;ВВЛ;FFP;ONLINE
15.12.2021 0:00;21.12.2021 0:00;AD;210;MOW;PEZ;ВВЛ;FFP;ONLINE
08.12.2021 0:00;08.12.2021 0:00;AD;340;MOW;OMS;ВВЛ;FFP;ONLINE
12.12.2021 0:00;26.12.2021 0:00;AD;300;MOW;AAQ;ВВЛ;FFP;ONLINE
12.12.2021 0:00;22.12.2021 0:00;AD;740;MOW;OVB;ВВЛ;FFP;ONLINE
18.12.2021 0:00;31.12.2021 0:00;AD;130;MOW;GOJ;ВВЛ;FFP;ONLINE
08.12.2021 0:00;14.12.2021 0:00;AD;210;SIP;MOW;ВВЛ;;ONLINE
15.12.2021 0:00;21.12.2021 0:00;AD;120;KZN;MOW;ВВЛ;FFP;ONLINE
17.12.2021 0:00;19.12.2021 0:00;AD;620;BTK;MOW;ВВЛ;FFP;OFFLINE
12.12.2021 0:00;26.12.2021 0:00;AD;550;OVB;LBD;МВЛ;;OFFLINE
08.12.2021 0:00;10.12.2021 0:00;AD;110;MOW;STW;ВВЛ;FFP;ONLINE
23.12.2021 0:00;29.12.2021 0:00;AD;520;MOW;SIP;ВВЛ;FFP;ONLINE
15.12.2021 0:00;24.12.2021 0:00;AD;400;OMS;MOW;ВВЛ;FFP;ONLINE
07.12.2021 0:00;12.12.2021 0:00;AD;160;LED;MOW;ВВЛ;FFP;OFFLINE
08.12.2021 0:00;28.12.2021 0:00;AD;810;OVB;MOW;ВВЛ;FFP;ONLINE
13.12.2021 0:00;15.12.2021 0:00;AD;150;MOW;KRR;ВВЛ;;ONLINE
15.12.2021 0:00;18.12.2021 0:00;AD;410;OVB;MOW;ВВЛ;;ONLINE
15.12.2021 0:00;21.12.2021 0:00;AD;330;OVB;VVO;ВВЛ;FFP;ONLINE
13.12.2021 0:00;14.12.2021 0:00;AD;170;KRR;MOW;ВВЛ;;ONLINE
17.12.2021 0:00;21.12.2021 0:00;AD;330;GDZ;MOW;ВВЛ;;OFFLINE
15.12.2021 0:00;15.12.2021 0:00;AD;350;MOW;KUF;ВВЛ;FFP;ONLINE
27.12.2021 0:00;29.12.2021 0:00;AD;290;OSS;KJA;МВЛ;;OFFLINE
15.12.2021 0:00;19.12.2021 0:00;AD;170;LED;MOW;ВВЛ;FFP;ONLINE
17.12.2021 0:00;24.12.2021 0:00;AD;380;MOW;AYT;МВЛ;FFP;ONLINE
30.12.2021 0:00;31.12.2021 0:00;AD;870;MOW;LWN;МВЛ;;OFFLINE
15.12.2021 0:00;30.12.2021 0:00;AD;330;DYR;VVO;ВВЛ;FFP;ONLINE
09.12.2021 0:00;26.12.2021 0:00;AD;200;VVO;GDX;ВВЛ;;ONLINE
08.12.2021 0:00;17.12.2021 0:00;AD;510;OVB;UUS;ВВЛ;FFP;ONLINE
15.12.2021 0:00;27.12.2021 0:00;AD;600;MOW;BAX;ВВЛ;;ONLINE
08.12.2021 0:00;14.12.2021 0:00;AD;430;OVB;HTA;ВВЛ;FFP;OFFLINE
13.12.2021 0:00;14.12.2021 0:00;AD;330;MQF;OVB;ВВЛ;;OFFLINE
14.12.2021 0:00;19.12.2021 0:00;CHD;480;OVB;KHV;ВВЛ;;OFFLINE
20.12.2021 0:00;26.12.2021 0:00;CHD;410;LBD;OVB;МВЛ;;OFFLINE
15.12.2021 0:00;22.12.2021 0:00;AD;210;MOW;UFA;ВВЛ;FFP;ONLINE
08.12.2021 0:00;18.12.2021 0:00;AD;700;NSK;MOW;ВВЛ;FFP;ONLINE
15.12.2021 0:00;20.12.2021 0:00;AD;640;VVO;OVB;ВВЛ;;ONLINE
13.12.2021 0:00;17.12.2021 0:00;AD;400;MOW;KEJ;ВВЛ;FFP;OFFLINE
15.12.2021 0:00;24.12.2021 0:00;AD;480;MOW;UUD;ВВЛ;;ONLINE
12.12.2021 0:00;13.12.2021 0:00;AD;170;LED;MOW;ВВЛ;;OFFLINE
13.12.2021 0:00;24.12.2021 0:00;AD;380;IKT;OVB;ВВЛ;;OFFLINE
15.12.2021 0:00;29.12.2021 0:00;AD;410;TOF;MOW;ВВЛ;FFP;ONLINE
13.12.2021 0:00;22.12.2021 0:00;AD;290;MMK;MOW;ВВЛ;;ONLINE
18.12.2021 0:00;26.12.2021 0:00;AD;220;VOG;MOW;ВВЛ;;OFFLINE
15.12.2021 0:00;30.12.2021 0:00;AD;380;MQF;MOW;ВВЛ;;OFFLINE
26.12.2021 0:00;27.12.2021 0:00;AD;290;ULY;MOW;ВВЛ;;OFFLINE
28.12.2021 0:00;31.12.2021 0:00;CHD;340;OSS;GOJ;МВЛ;;OFFLINE
15.12.2021 0:00;18.12.2021 0:00;AD;220;PEZ;MOW;ВВЛ;;OFFLINE
13.12.2021 0:00;14.12.2021 0:00;AD;220;KZN;MOW;ВВЛ;FFP;OFFLINE
13.12.2021 0:00;13.12.2021 0:00;AD;260;MOW;UFA;ВВЛ;;ONLINE
18.12.2021 0:00;23.12.2021 0:00;AD;310;MOW;KRR;ВВЛ;FFP;ONLINE
18.12.2021 0:00;31.12.2021 0:00;AD;430;TOF;MOW;ВВЛ;;OFFLINE
13.12.2021 0:00;28.12.2021 0:00;AD;300;KRR;MOW;ВВЛ;FFP;ONLINE
26.12.2021 0:00;28.12.2021 0:00;AD;250;GDZ;MOW;ВВЛ;FFP;ONLINE
18.12.2021 0:00;31.12.2021 0:00;AD;500;OVB;MOW;ВВЛ;FFP;ONLINE
13.12.2021 0:00;16.12.2021 0:00;AD;190;KGD;MOW;ВВЛ;FFP;OFFLINE
28.12.2021 0:00;31.12.2021 0:00;AD;440;MOW;NUX;ВВЛ;;OFFLINE
08.12.2021 0:00;21.12.2021 0:00;AD;430;RGK;MOW;ВВЛ;;ONLINE
18.12.2021 0:00;21.12.2021 0:00;AD;180;VOZ;MOW;ВВЛ;FFP;ONLINE
13.12.2021 0:00;22.12.2021 0:00;AD;240;MOW;UFA;ВВЛ;FFP;ONLINE
27.12.2021 0:00;28.12.2021 0:00;AD;380;KJA;MOW;ВВЛ;FFP;ONLINE
15.12.2021 0:00;20.12.2021 0:00;AD;440;MOW;PEE;ВВЛ;FFP;ONLINE
11.12.2021 0:00;13.12.2021 0:00;AD;790;TLK;OVB;ВВЛ;;OFFLINE
08.12.2021 0:00;12.12.2021 0:00;CHD;310;AYT;MOW;МВЛ;;OFFLINE
16.12.2021 0:00;16.12.2021 0:00;AD;280;MOW;KZN;ВВЛ;FFP;ONLINE
08.12.2021 0:00;11.12.2021 0:00;AD;310;OVB;TJM;ВВЛ;FFP;ONLINE
19.12.2021 0:00;27.12.2021 0:00;AD;290;RTW;MOW;ВВЛ;;ONLINE
